26370,2,5,1
26371,3,5,1
26372,4,5,1
26380,10,12,1
26381,11,12,1
26382,12,12,1
26383,13,12,1
26384,14,12,1
26385,15,13,1
26386,15,14,1
26387,19,15,1
26388,19,16,1
26390,27,18,1
26391,35,19,1
26392,35,20,1
26394,47,22,1
26396,50,24,1
26398,52,25,1
26401,96,28,1
26402,96,5,1
26403,96,29,1
26411,132,37,1
26412,135,38,1
26422,194,48,1
26423,194,49,1
26424,194,50,1
26425,194,51,1
26426,194,52,1
26427,194,53,1
26428,194,54,1
26429,194,55,1
26430,194,56,1
26431,194,57,1
26432,194,58,1
26433,194,59,1
26434,194,60,1
26437,271,5,1
26438,271,63,1
26439,271,29,1
26440,272,28,1
26441,272,5,1
26442,272,29,1
26443,272,64,1
26444,272,65,1
26445,272,66,1
26449,275,67,1
26450,275,28,1
26451,282,68,1
26452,282,69,1
26454,312,71,1
26455,312,72,1
26456,312,73,1
26457,312,74,1
26458,312,75,1
26459,312,76,1
26460,312,77,1
26461,321,78,1
26462,321,79,1
26463,321,80,1
26492,427,108,1
26493,428,108,1
26494,429,109,1
26499,442,78,1
26500,442,79,1
26501,442,80,1
26502,444,112,1
26503,460,113,1
26504,460,114,1
26505,460,115,1
26506,460,116,1
26507,460,117,1
26508,460,118,1
26509,460,119,1
26510,460,120,1
26511,460,121,1
26512,460,122,1
26513,460,123,1
26518,470,5,1
26522,477,131,1
26523,480,132,1
26524,480,133,1
26525,486,134,1
26548,513,157,1
26550,524,158,1
26551,544,159,1
26554,554,161,1
26555,554,162,1
26556,554,163,1
26557,554,164,1
26558,554,165,1
26559,554,166,1
26560,559,167,1
26561,560,168,1
26562,560,169,1
26569,573,176,1
26573,577,180,1
26574,577,5,1
26575,577,63,1
26584,588,187,1
26585,590,188,1
26586,590,189,1
26587,590,190,1
26588,590,191,1
26593,606,196,1
26594,606,197,1
26595,606,198,1
26596,606,199,1
26597,606,200,1
26609,644,6277,1
26610,645,213,1
26611,650,214,1
26612,651,214,1
26621,678,223,1
26654,726,250,1
26671,780,253,1
26672,780,78,1
26673,780,79,1
26674,780,80,1
26675,780,254,1
26676,780,255,1
26677,780,256,1
26678,780,257,1
26679,780,258,1
26680,781,91,1
26681,781,92,1
26682,781,229,1
26683,781,230,1
26684,781,231,1
26685,781,208,1
26686,781,209,1
26687,781,210,1
26688,781,211,1
26689,781,232,1
26690,781,233,1
26691,781,234,1
26692,781,251,1
26693,781,259,1
26694,781,260,1
26747,807,278,1
26748,807,262,1
26749,807,181,1
26750,807,174,1
26751,807,175,1
26752,807,182,1
26753,808,262,1
26754,808,181,1
26755,808,174,1
26756,808,175,1
26757,808,182,1
26783,823,293,1
26794,829,295,1
26795,829,296,1
26827,844,327,1
26828,845,328,1
26829,846,329,1
26830,846,330,1
26832,853,332,1
26833,853,333,1
26834,853,334,1
26835,853,335,1
26836,853,336,1
26837,853,337,1
26838,853,338,1
26839,853,339,1
26846,855,343,1
26847,855,344,1
26848,855,345,1
26849,855,346,1
26850,855,347,1
26851,855,348,1
26852,855,349,1
26853,855,350,1
26854,855,351,1
26855,855,352,1
26856,855,353,1
26857,855,354,1
26858,855,355,1
26882,870,373,1
26886,878,377,1
26887,878,378,1
26888,878,379,1
26889,878,380,1
26890,878,381,1
26891,878,382,1
26892,878,383,1
26893,905,384,1
26894,905,385,1
26895,905,386,1
26896,905,387,1
26897,905,388,1
26898,905,389,1
26899,905,390,1
26900,905,391,1
26901,915,392,1
26902,944,393,1
26903,962,394,1
26904,1027,395,1
26905,1027,396,1
26906,1027,397,1
26908,1038,168,1
26909,1038,169,1
26910,1057,398,1
26911,1057,399,1
26912,1057,400,1
26913,1057,401,1
26914,1057,402,1
26915,1057,403,1
26916,1064,404,1
26917,1074,405,1
26918,1074,406,1
26919,1074,407,1
26920,1074,408,1
26921,1074,409,1
26922,1079,407,1
26923,1079,408,1
26924,1079,409,1
26925,1089,181,1
26926,1089,174,1
26927,1096,410,1
26932,1098,272,1
26933,1098,277,1
26934,1098,278,1
26935,1098,262,1
26936,1098,181,1
26937,1098,276,1
26938,1099,272,1
26939,1099,277,1
26940,1099,278,1
26941,1099,262,1
26942,1099,276,1
26943,1099,412,1
26944,1102,413,1
26945,1102,412,1
26946,1102,414,1
26947,1103,415,1
26948,1103,416,1
26949,1103,417,1
26950,1103,418,1
26951,1103,419,1
26952,1103,420,1
26953,1103,421,1
26954,1104,174,1
26955,1117,422,1
26956,1121,423,1
26957,1127,424,1
26958,1129,425,1
26960,1144,427,1
26963,1150,428,1
26964,1151,430,1
26965,1151,428,1
26966,1169,428,1
26967,1169,431,1
26968,1184,432,1
26969,1210,5,1
26970,1210,63,1
26971,1210,29,1
26972,1212,168,1
26973,1256,168,1
26974,1256,169,1
26975,1256,433,1
26976,1263,407,1
26977,1263,408,1
26978,1263,409,1
26979,1263,428,1
26980,1263,434,1
26982,1270,436,1
26983,1282,437,1
26984,1288,438,1
26985,1289,181,1
26986,1289,174,1
26988,1301,440,1
26989,1301,441,1
26995,1305,442,1
26996,1305,443,1
26997,1305,444,1
26998,1305,445,1
26999,1305,446,1
27000,1305,447,1
27001,1305,448,1
27002,1305,449,1
27003,1305,450,1
27004,1305,451,1
27005,1305,452,1
27006,1305,453,1
27007,1305,454,1
27008,1305,455,1
27009,1305,456,1
27010,1305,457,1
27011,1305,458,1
27012,1305,459,1
27013,1305,460,1
27014,1305,461,1
27015,1305,462,1
27016,1305,463,1
27017,1305,464,1
27018,1309,465,1
27020,1320,407,1
27021,1320,408,1
27022,1320,409,1
27023,1320,428,1
27024,1320,434,1
27029,1337,470,1
