1,1151,1777,3083
2,1151,1777,3084
3,1151,1777,3085
4,1151,1777,3086
5,1152,1778,3086
6,1152,1779,3084
12,1153,1781,3083
13,1154,1782,3089
14,1154,1782,3090
15,2474,1783,3091
16,2474,1784,3091
17,3396,1785,3092
18,1168,1785,3092
19,1158,1786,3093
20,1158,1786,3094
21,1159,1787,3095
22,1160,1788,3085
23,1215,1789,3095
24,1215,1789,3096
25,1162,1790,3097
26,1163,1791,3098
27,1164,1792,3084
28,1152,1778,3084
29,1152,1793,3083
30,1165,1794,3083
31,1165,1794,3099
32,1152,1795,3100
33,1152,1795,3086
34,1166,1796,3101
35,1167,1797,3102
36,1167,1797,3103
37,1168,1798,3095
38,1169,1799,3095
39,1170,1800,3104
40,1170,1800,3105
41,1170,1800,3106
42,1170,1800,3107
43,1171,1801,3108
44,1171,1801,3109
45,1171,1801,3110
46,1171,1801,3111
47,1171,1801,3112
48,1162,1790,3086
49,1162,1790,3113
50,1162,1790,3114
51,1162,1790,3115
52,1162,1790,3116
53,1162,1790,3117
54,1162,1790,3118
55,1162,1790,3119
56,1162,1790,3120
57,1162,1790,3121
58,1162,1790,3122
59,1162,1790,3123
60,1162,1790,3124
61,1172,1802,3095
62,1173,1803,3125
63,1152,1778,3126
64,1152,1804,3127
65,1152,1804,3083
66,1152,1804,3128
67,1152,1778,3083
68,1152,1805,3129
69,1152,1806,3130
70,1174,1807,3131
71,1175,1808,3132
72,1175,1808,3133
73,1175,1808,3134
74,1175,1808,3135
75,1175,1808,3136
76,1175,1808,3137
77,1175,1808,3138
78,1215,1789,3139
79,1215,1789,3140
80,1215,1789,3141
81,2211,1809,3116
82,2211,1809,3117
83,2211,1809,3126
84,2211,1809,3142
85,2211,1810,3143
86,2211,1810,3144
87,2211,1810,3145
88,2211,1811,3086
89,2211,1811,3116
90,2211,1812,3146
91,1177,1813,3147
92,1177,1813,3148
93,2211,1814,3149
94,2211,1814,3150
95,1178,1815,3151
96,1179,1816,3152
97,1180,1817,3153
98,1180,1817,3127
99,1181,1818,3095
100,1182,1818,3095
101,1178,1815,3154
102,1183,1819,3095
107,1184,1821,3159
108,2130,1822,3095
109,1186,1823,3095
110,1187,1824,3160
111,1188,1825,3153
112,1159,1826,3095
113,1159,1827,3161
114,1159,1827,3148
